piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus
219	1: 4/4	1: 0	11	11	44.0	11	11	44.0		176.0	207	76	0	0	0	J. S. Bach	"Chorale 219:
Ach, wie groß ist Gottes Güt und Wohltat"		"Chorale 219:
Ach, wie groß ist Gottes Güt und Wohltat"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/219.mscz	False	36-77 (C2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	36-62 (C2-D4)												
220	1: 3/4	1: 0	32	32	96.0	40	40	120.0		384.0	394	154	0	0	0	J. S. Bach	"Chorale 220:
Lasset uns den Herren preisen"		"Chorale 220:
Lasset uns den Herren preisen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/220.mscz	False	38-77 (D2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	38-67 (D2-G4)												
221	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	211	82	0	0	0	J. S. Bach	"Chorale 221:
Herr, straf mich nicht in deinem Zorn"		"Chorale 221:
Herr, straf mich nicht in deinem Zorn"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/221.mscz	False	44-74 (G#2-D5)	mxl	Piano	61-74 (C#4-D5)	Piano	44-65 (G#2-F4)												
222	1: 3/4	1: 0	18	18	54.0	22	22	66.0		216.0	201	69	0	0	0	J. S. Bach	"Chorale 222:
Nun prieset alle Gottes Barmherzigkeit"		"Chorale 222:
Nun prieset alle Gottes Barmherzigkeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/222.mscz	False	43-76 (G2-E5)	mxl	Piano	62-76 (D4-E5)	Piano	43-67 (G2-G4)												
223	1: 4/4	1: 0	16	15	61.0	16	15	61.0		236.0	260	94	0	0	0	J. S. Bach	"Chorale 223:
Ich dank dir Gott für all Wohltat"		"Chorale 223:
Ich dank dir Gott für all Wohltat"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/223.mscz	False	36-72 (C2-C5)	mxl	Piano	55-72 (G3-C5)	Piano	36-64 (C2-E4)												
224	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	153	56	0	0	0	J. S. Bach	"Chorale 224:
Das walt Gott Vater und Gott"		"Chorale 224:
Das walt Gott Vater und Gott"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/224.mscz	False	41-77 (F2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	41-69 (F2-A4)												
225	1: 4/4	1: 0	12	11	40.0	19	18	64.0		160.0	210	76	0	0	0	J. S. Bach	"Chorale 225:
Gott, der du selber bist das Licht"		"Chorale 225:
Gott, der du selber bist das Licht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/225.mscz	False	40-77 (E2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	40-67 (E2-G4)												
226	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	221	82	0	0	0	J. S. Bach	"Chorale 226:
Herr Jesu Christ, du hast bereitt"		"Chorale 226:
Herr Jesu Christ, du hast bereitt"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/226.mscz	False	42-74 (F#2-D5)	mxl	Piano	55-74 (G3-D5)	Piano	42-63 (F#2-Eb4)												
227	1: 4/4	1: 0	20	19	76.0	20	19	76.0		284.0	333	122	0	0	0	J. S. Bach	"Chorale 227:
Lobet den Herren, denn er ist sehr freundlich"		"Chorale 227:
Lobet den Herren, denn er ist sehr freundlich"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/227.mscz	False	38-74 (D2-D5)	mxl	Piano	55-74 (G3-D5)	Piano	38-67 (D2-G4)												
228	1: 4/4	1: 0	7	6	24.0	7	6	24.0		96.0	109	40	0	0	0	J. S. Bach	"Chorale 228:
Danket dem Herren"		"Chorale 228:
Danket dem Herren"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/228.mscz	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-65 (E2-F4)												
229	1: 4/4	1: 0	19	18	72.0	19	18	72.0		288.0	372	146	0	0	0	J. S. Bach	"Chorale 229:
Mein Hüter und mein Hirt ist Gott der Herre"		"Chorale 229:
Mein Hüter und mein Hirt ist Gott der Herre"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/229.mscz	False	41-74 (F2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	41-63 (F2-Eb4)												
230	1: 4/4	1: 0	11	10	40.0	11	10	40.0		160.0	211	76	0	0	0	J. S. Bach	"Chorale 230:
Christ, der du bist der helle Tag"		"Chorale 230:
Christ, der du bist der helle Tag"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/230.mscz	False	43-77 (G2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	43-67 (G2-G4)												
231	1: 4/4	1: 0	15	14	57.0	15	14	57.0		208.0	197	64	0	0	0	J. S. Bach	"Chorale 231:
Die Nacht ist kommen"		"Chorale 231:
Die Nacht ist kommen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/231.mscz	False	38-74 (D2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	38-65 (D2-F4)												
232	1: 4/4	1: 0	12	11	45.0	12	11	45.0		180.0	213	74	0	0	0	J. S. Bach	"Chorale 232:
O höchster Gott, o unser lieber Herre"		"Chorale 232:
O höchster Gott, o unser lieber Herre"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/232.mscz	False	38-76 (D2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	38-65 (D2-F4)												
233	1: 4/4	1: 0	12	12	48.0	16	16	64.0		192.0	203	68	0	0	0	J. S. Bach	"Chorale 233:
Werde munter mein Gemüte"		"Chorale 233:
Werde munter mein Gemüte"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/233.mscz	False	45-78 (A2-F#5)	mxl	Piano	64-78 (E4-F#5)	Piano	45-66 (A2-F#4)												
234	1: 3/4	1: 0	38	38	114.0	38	38	114.0		456.0	380	122	0	0	0	J. S. Bach	"Chorale 234:
Gott lebet noch"		"Chorale 234:
Gott lebet noch"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/234.mscz	False	41-77 (F2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	41-67 (F2-G4)												
235	1: 4/4	1: 0	17	17	68.0	17	17	68.0		264.0	301	112	0	0	0	J. S. Bach	"Chorale 235:
Heilig, heilig"		"Chorale 235:
Heilig, heilig"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/235.mscz	False	36-77 (C2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	36-65 (C2-F4)												
236	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	156	51	0	0	0	J. S. Bach	"Chorale 236:
Herr Jesu Christ, meins Lebens Licht (melody #1)"		"Chorale 236:
Herr Jesu Christ, meins Lebens Licht (melody #1)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/236.mscz	False	40-78 (E2-F#5)	mxl	Piano	59-78 (B3-F#5)	Piano	40-67 (E2-G4)												
237	1: 4/4	1: 0	16	16	64.0	16	16	64.0		256.0	304	108	0	0	0	J. S. Bach	"Chorale 237:
Was betrübst du dich, mein Herz"		"Chorale 237:
Was betrübst du dich, mein Herz"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/237.mscz	False	38-77 (D2-F5)	mxl	Piano	55-77 (G3-F5)	Piano	38-67 (D2-G4)												
238	1: 4/4	1: 0	10	10	40.0	10	10	40.0		160.0	173	64	0	0	0	J. S. Bach	"Chorale 238:
Es wird schier der letzte Tag herkommen"		"Chorale 238:
Es wird schier der letzte Tag herkommen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/238.mscz	False	40-74 (E2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	40-64 (E2-E4)												
239	1: 4/4	1: 0	14	14	56.0	14	14	56.0		224.0	260	100	0	0	0	J. S. Bach	"Chorale 239:
Den Vater dort oben"		"Chorale 239:
Den Vater dort oben"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/239.mscz	False	36-76 (C2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	36-64 (C2-E4)												
240	1: 4/4	1: 0	9	8	32.0	9	8	32.0		124.0	136	48	0	0	0	J. S. Bach	"Chorale 240:
Nun sich der Tag geendet hat"		"Chorale 240:
Nun sich der Tag geendet hat"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/240.mscz	False	36-76 (C2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	36-65 (C2-F4)												
241	1: 4/4	1: 0	26	25	101.0	26	25	101.0		380.0	540	197	0	0	0	J. S. Bach	"Chorale 241:
Was willst du dich, o meine Seele, kränken"		"Chorale 241:
Was willst du dich, o meine Seele, kränken"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/241.mscz	False	36-74 (C2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	36-65 (C2-F4)												
241-371	1: 4/4, 39: 3/4, 59: 4/4, 172: 3/4, 187: 4/4, 248: 3/4, 265: 4/4, 604: 3/4, 621: 4/4, 809: 3/4, 847: 4/4, 863: 3/4, 890: 4/4, 926: 3/4, 949: 4/4, 1134: 3/4, 1154: 4/4, 1398: 3/4, 1415: 4/4, 1515: 3/4, 1537: 4/4, 1871: 3/4, 1890: 4/4	1: 0	1929	14	6848.0	2146	2145	7615.0	[[[194, 195], [196, 197]], [[486, 487], [488]], [[1385], [1386]]]	27167.0	30349	10516	0	0	0	J. S. Bach	Chorale harmonisation 								2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Source	Bach,_Johann_Sebastian/Source/241-371.mscz	False	36-81 (C2-A5)	mxl		53-81 (F3-A5)		36-69 (C2-A4)												
242	1: 4/4	1: 0	12	11	44.0	12	11	44.0		176.0	222	82	0	0	0	J. S. Bach	"Chorale 242:
Wie bist du, Seele, in mir so gar betrübt"		"Chorale 242:
Wie bist du, Seele, in mir so gar betrübt"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/242.mscz	False	40-72 (E2-C5)	mxl	Piano	59-72 (B3-C5)	Piano	40-65 (E2-F4)												
243	1: 3/4	1: 0	20	20	60.0	28	28	84.0		240.0	227	79	0	0	0	J. S. Bach	"Chorale 243:
Jesu, du mein liebstes Leben"		"Chorale 243:
Jesu, du mein liebstes Leben"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/243.mscz	False	38-77 (D2-F5)	mxl	Piano	59-77 (B3-F5)	Piano	38-65 (D2-F4)												
244	1: 4/4	1: 0	16	16	64.0	16	16	64.0		256.0	290	105	0	0	0	J. S. Bach	"Chorale 244:
Jesu, Jesu, du bist mein"		"Chorale 244:
Jesu, Jesu, du bist mein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/244.mscz	False	39-77 (Eb2-F5)	mxl	Piano	55-77 (G3-F5)	Piano	39-65 (Eb2-F4)												
245	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	183	64	0	0	0	J. S. Bach	"Chorale 245:
Christe, der du bist Tag und Licht"		"Chorale 245:
Christe, der du bist Tag und Licht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/245.mscz	False	41-72 (F2-C5)	mxl	Piano	60-72 (C4-C5)	Piano	41-63 (F2-Eb4)												
246	1: 4/4	1: 0	13	13	52.0	17	17	68.0		208.0	261	101	0	0	0	J. S. Bach	"Chorale 246:
Singt dem Herrn ein neues Lied"		"Chorale 246:
Singt dem Herrn ein neues Lied"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/246.mscz	False	43-78 (G2-F#5)	mxl	Piano	59-78 (B3-F#5)	Piano	43-65 (G2-F4)												
247	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	180	68	0	0	0	J. S. Bach	"Chorale 247:
Wenn wir in höchsten Nöten sein"		"Chorale 247:
Wenn wir in höchsten Nöten sein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/247.mscz	False	43-74 (G2-D5)	mxl	Piano	61-74 (C#4-D5)	Piano	43-64 (G2-E4)												
248	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	204	72	0	0	0	J. S. Bach	"Chorale 248:
Es ist das Heil uns kommen her"		"Chorale 248:
Es ist das Heil uns kommen her"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/248.mscz	False	43-79 (G2-G5)	mxl	Piano	60-79 (C4-G5)	Piano	43-69 (G2-A4)												
249	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	216	77	0	0	0	J. S. Bach	"Chorale 249:
Allein Gott in der Höh sei Ehr"		"Chorale 249:
Allein Gott in der Höh sei Ehr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/249.mscz	False	43-74 (G2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	43-65 (G2-F4)												
250	1: 4/4	1: 0	13	12	44.0	18	17	60.0		176.0	239	79	0	0	0	J. S. Bach	"Chorale 250:
Ein feste Burg ist unser Gott"		"Chorale 250:
Ein feste Burg ist unser Gott"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/250.mscz	False	43-74 (G2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	43-66 (G2-F#4)												
251	1: 4/4	1: 0	12	11	40.0	19	18	64.0		160.0	206	73	0	0	0	J. S. Bach	"Chorale 251:
Ich bin ja, Herr, in deiner Macht"		"Chorale 251:
Ich bin ja, Herr, in deiner Macht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/251.mscz	False	43-79 (G2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	43-62 (G2-D4)												
252	1: 4/4, 18: 3/4	1: 0	32	31	106.0	41	40	138.0		424.0	460	162	0	0	0	J. S. Bach	"Chorale 252:
Jesu, nun sei gepreiset"		"Chorale 252:
Jesu, nun sei gepreiset"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/252.mscz	False	41-77 (F2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	41-65 (F2-F4)												
253	1: 4/4	1: 0	18	17	51.0	25	24	71.0		196.0	196	67	0	0	0	J. S. Bach	"Chorale 253:
Ach Gott, vom Himmel sieh darein"		"Chorale 253:
Ach Gott, vom Himmel sieh darein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/253.mscz	False	41-74 (F2-D5)	mxl	Piano	60-74 (C4-D5)	Piano	41-66 (F2-F#4)												
254	1: 4/4	1: 0	13	13	52.0	17	17	68.0		208.0	217	77	0	0	0	J. S. Bach	"Chorale 254:
Freu dich sehr, o meine Seele"		"Chorale 254:
Freu dich sehr, o meine Seele"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/254.mscz	False	43-81 (G2-A5)	mxl	Piano	62-81 (D4-A5)	Piano	43-67 (G2-G4)												
255	1: 4/4	1: 0	17	16	64.0	17	16	64.0		252.0	249	84	0	0	0	J. S. Bach	"Chorale 255:
O Gott, du frommer Gott (melody #3)"		"Chorale 255:
O Gott, du frommer Gott (melody #3)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/255.mscz	False	40-76 (E2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	40-66 (E2-F#4)												
256	1: 4/4	1: 0	13	13	52.0	17	17	68.0		208.0	225	83	0	0	0	J. S. Bach	"Chorale 256:
Freu dich sehr, o meine Seele"		"Chorale 256:
Freu dich sehr, o meine Seele"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/256.mscz	False	41-79 (F2-G5)	mxl	Piano	60-79 (C4-G5)	Piano	41-67 (F2-G4)												
257	1: 3/4	1: 0	17	16	48.0	17	16	48.0		192.0	151	48	0	0	0	J. S. Bach	"Chorale 257:
Nun lasst uns Gott dem Herren"		"Chorale 257:
Nun lasst uns Gott dem Herren"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/257.mscz	False	46-75 (Bb2-Eb5)	mxl	Piano	62-75 (D4-Eb5)	Piano	46-63 (Bb2-Eb4)												
258	1: 4/4	1: 0	17	16	64.0	17	16	64.0		232.0	256	98	0	0	0	J. S. Bach	"Chorale 258:
Mein Augen schließ ich jetzt"		"Chorale 258:
Mein Augen schließ ich jetzt"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/258.mscz	False	38-76 (D2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	38-66 (D2-F#4)												
259	1: 4/4	1: 0	28	27	108.0	28	27	108.0		432.0	473	168	0	0	0	J. S. Bach	"Chorale 259:
Verleih uns Frieden gnädiglich"		"Chorale 259:
Verleih uns Frieden gnädiglich"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/259.mscz	False	45-76 (A2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	45-66 (A2-F#4)												
260	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	194	67	0	0	0	J. S. Bach	"Chorale 260:
Nun freut euch, lieben Christen gmein (melody #2)"		"Chorale 260:
Nun freut euch, lieben Christen gmein (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/260.mscz	False	43-77 (G2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	43-67 (G2-G4)												
261	1: 4/4	1: 0	13	12	48.0	18	17	64.0		192.0	200	66	0	0	0	J. S. Bach	"Chorale 261:
Christ lag in Todesbanden"		"Chorale 261:
Christ lag in Todesbanden"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/261.mscz	False	40-78 (E2-F#5)	mxl	Piano	55-78 (G3-F#5)	Piano	40-66 (E2-F#4)												
262	1: 4/4	1: 0	13	12	44.0	18	17	60.0		176.0	190	61	0	0	0	J. S. Bach	"Chorale 262:
Ach Gott, vom Himmel sieh darein"		"Chorale 262:
Ach Gott, vom Himmel sieh darein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/262.mscz	False	43-74 (G2-D5)	mxl	Piano	58-74 (Bb3-D5)	Piano	43-67 (G2-G4)												
263	1: 4/4	1: 0	13	13	52.0	19	19	76.0		208.0	190	63	0	0	0	J. S. Bach	"Chorale 263:
Jesu, meine Freude"		"Chorale 263:
Jesu, meine Freude"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/263.mscz	False	43-79 (G2-G5)	mxl	Piano	59-79 (B3-G5)	Piano	43-69 (G2-A4)												
264	1: 4/4	1: 0	13	13	52.0	13	13	52.0		208.0	221	75	0	0	0	J. S. Bach	"Chorale 264:
Jesu, meines Herzens Freud"		"Chorale 264:
Jesu, meines Herzens Freud"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/264.mscz	False	46-77 (Bb2-F5)	mxl	Piano	58-77 (Bb3-F5)	Piano	46-69 (Bb2-A4)												
265	1: 4/4	1: 0	17	16	60.0	23	22	80.0		240.0	257	89	0	0	0	J. S. Bach	"Chorale 265:
Was mein Gott will, das gscheh allzeit"		"Chorale 265:
Was mein Gott will, das gscheh allzeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/265.mscz	False	42-76 (F#2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	42-67 (F#2-G4)												
266	1: 4/4	1: 0	13	12	44.0	18	17	60.0		176.0	202	67	0	0	0	J. S. Bach	"Chorale 266:
Herr Jesu Christ, du höchstes Gut"		"Chorale 266:
Herr Jesu Christ, du höchstes Gut"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/266.mscz	False	41-74 (F2-D5)	mxl	Piano	58-74 (Bb3-D5)	Piano	41-67 (F2-G4)												
267	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	234	79	0	0	0	J. S. Bach	"Chorale 267:
Vater unser im Himmelreich"		"Chorale 267:
Vater unser im Himmelreich"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/267.mscz	False	43-77 (G2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	43-65 (G2-F4)												
268	1: 4/4	1: 0	21	20	76.0	26	25	92.0		304.0	370	128	0	0	0	J. S. Bach	"Chorale 268:
Nun lob, mein Seel, den Herren"		"Chorale 268:
Nun lob, mein Seel, den Herren"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/268.mscz	False	43-79 (G2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	43-67 (G2-G4)												
269	1: 4/4	1: 0	14	14	56.0	19	19	76.0		224.0	235	81	0	0	0	J. S. Bach	"Chorale 269:
Jesu, der du meine Seele"		"Chorale 269:
Jesu, der du meine Seele"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/269.mscz	False	41-75 (F2-Eb5)	mxl	Piano	60-75 (C4-Eb5)	Piano	41-65 (F2-F4)												
270	1: 4/4	1: 0	14	13	48.0	19	18	64.0		188.0	212	77	0	0	0	J. S. Bach	"Chorale 270:
Befiehl du deine Wege (melody #1)"		"Chorale 270:
Befiehl du deine Wege (melody #1)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/270.mscz	False	40-74 (E2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	40-64 (E2-E4)												
271	1: 4/4	1: 0	14	13	48.0	20	19	68.0		184.0	253	83	0	0	0	J. S. Bach	"Chorale 271:
Gib dich zufrieden und sei stille"		"Chorale 271:
Gib dich zufrieden und sei stille"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/271.mscz	False	43-79 (G2-G5)	mxl	Piano	59-79 (B3-G5)	Piano	43-64 (G2-E4)												
272	1: 4/4	1: 0	17	16	51.0	23	22	67.0		204.0	224	75	0	0	0	J. S. Bach	"Chorale 272:
Ich dank dir, lieber Herre"		"Chorale 272:
Ich dank dir, lieber Herre"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/272.mscz	False	41-77 (F2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	41-65 (F2-F4)												
273	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	248	84	0	0	0	J. S. Bach	"Chorale 273:
Ein feste Burg ist unser Gott"		"Chorale 273:
Ein feste Burg ist unser Gott"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/273.mscz	False	43-74 (G2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	43-69 (G2-A4)												
